Order ID;Order Date;Order Priority;Order Quantity;Sales;Ship Mode;Shipping Cost;Province;Customer Segment;Product Category;Product Sub-Category;Product Container;Ship Date;
52611;24.04.2018;Medium;11;26,7;Regular Air;1,5;Ontario;Corporate;Office Supplies;Rubber Bands;Wrap Bag;24.04.2018;
12067;03.02.2017;Critical;9;80,53;Regular Air;6,2;Saskachewan;Small Business;Office Supplies;Paper;Wrap Bag;04.02.2017;
37987;02.07.2016;High;26;320;Regular Air;0,5;Manitoba;Corporate;Office Supplies;Labels;Small Box;03.07.2016;
678;25.02.2017;Low;44;244,4;Regular Air;8,9;Nunavut;Home Office;Office Supplies;Paper;Small Box;25.02.2017;
19617;19.01.2019;Low;3;184,0009;Regular Air;9,6;Prince Edward Island;Corporate;Technology;Telephones and Communication;Small Box;19.01.2019;
40289;26.11.2019;Not Specified;26;83,56;Regular Air;1,1;New Brunswick;Consumer;Office Supplies;Labels;Small Box;27.11.2019;
38817;20.05.2019;Not Specified;1;10,38;Regular Air;4,9;Alberta;Consumer;Technology;Computer Peripherals;Small Pack;21.05.2019;
47207;17.12.2016;Low;15;468,52;Express Air;7;Alberta;Consumer;Technology;Computer Peripherals;Small Box;21.12.2016;
29127;30.03.2016;Critical;18;33,31;Regular Air;1,1;Manitoba;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;01.04.2016;
8513;14.07.2018;Low;9;175,24;Regular Air;9,1;Ontario;Small Business;Technology;Office Machines;Medium Box;16.07.2018;
15878;03.11.2017;High;36;294,31;Regular Air;11,9;Nova Scotia;Corporate;Office Supplies;Paper;Small Box;05.11.2017;
11808;31.07.2019;Not Specified;1;158,73;Delivery Truck;42;Ontario;Corporate;Furniture;Tables;Jumbo Box;01.08.2019;
2023;05.05.2019;Low;50;263,8299;Regular Air;5,9;Saskachewan;Home Office;Office Supplies;Paper;Small Box;07.05.2019;
32129;01.07.2018;Critical;20;138,32;Regular Air;9,4;British Columbia;Consumer;Office Supplies;Paper;Small Box;02.07.2018;
6432;09.11.2018;Critical;30;332,86;Regular Air;4,8;Ontario;Corporate;Office Supplies;Appliances;Small Box;11.11.2018;
41888;28.02.2016;Low;23;200,95;Express Air;2,5;British Columbia;Corporate;Technology;Computer Peripherals;Small Pack;03.03.2016;
55874;16.02.2016;Medium;28;223,45;Regular Air;6,5;Ontario;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;17.02.2016;
12551;11.06.2019;Low;46;5374,8812;Regular Air;5,6;Ontario;Small Business;Technology;Telephones and Communication;Small Box;18.06.2019;
51175;14.08.2019;High;3;2286,52;Regular Air;26,2;New Brunswick;Consumer;Technology;Copiers and Fax;Large Box;15.08.2019;
18023;23.02.2018;Medium;38;4817,42;Delivery Truck;28,1;Quebec;Home Office;Technology;Office Machines;Jumbo Drum;24.02.2018;
3841;03.10.2016;Not Specified;20;27188,3041;Regular Air;21,4;Quebec;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;05.10.2016;
29284;09.04.2016;Medium;20;6900,49;Delivery Truck;45,5;Yukon;Home Office;Furniture;Tables;Jumbo Box;11.04.2016;
38912;28.10.2019;Low;46;7430,02;Regular Air;4,3;Quebec;Corporate;Technology;Computer Peripherals;Small Box;30.10.2019;
58947;25.09.2018;Not Specified;28;145,22;Regular Air;5,4;Manitoba;Home Office;Office Supplies;Paper;Small Box;26.09.2018;
42246;26.04.2019;Not Specified;40;3274,6;Regular Air;4,3;Ontario;Corporate;Technology;Computer Peripherals;Small Box;27.04.2019;
40259;11.10.2017;Medium;4;31,08;Express Air;4,6;British Columbia;Corporate;Technology;Computer Peripherals;Small Pack;12.10.2017;
54051;10.08.2018;Medium;28;135,84;Express Air;1,1;Alberta;Corporate;Office Supplies;Labels;Small Box;11.08.2018;
44261;23.03.2019;High;31;13978,54;Express Air;21,4;British Columbia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;25.03.2019;
34787;27.02.2017;Low;14;485,77;Regular Air;9,6;British Columbia;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;01.03.2017;
17283;13.09.2018;Not Specified;4;5855,17;Delivery Truck;15,7;Northwest Territories;Home Office;Technology;Office Machines;Jumbo Drum;14.09.2018;
56582;11.06.2016;Low;47;1227,28;Delivery Truck;48,7;Alberta;Small Business;Furniture;Tables;Jumbo Box;13.06.2016;
31232;29.08.2019;High;9;2828,1705;Delivery Truck;66,1;Ontario;Home Office;Furniture;Tables;Jumbo Box;01.09.2019;
21414;03.05.2018;Critical;46;3899,72;Regular Air;37,5;Ontario;Consumer;Office Supplies;Storage & Organization;Large Box;05.05.2018;
42274;02.09.2018;High;23;2457,53;Regular Air;21,4;Ontario;Home Office;Technology;Computer Peripherals;Small Box;04.09.2018;
45601;25.09.2018;High;47;1011,18;Regular Air;6,4;Prince Edward Island;Corporate;Office Supplies;Paper;Small Box;27.09.2018;
9221;02.01.2018;Low;25;1634,3394;Regular Air;21,4;Alberta;Consumer;Office Supplies;Envelopes;Small Box;06.01.2018;
42727;28.04.2018;Not Specified;21;189,45;Regular Air;8,3;Saskachewan;Consumer;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;29.04.2018;
45924;20.12.2017;Low;1;29,36;Regular Air;3,2;New Brunswick;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;25.12.2017;
10563;28.09.2017;Critical;50;334,2894;Regular Air;5,8;Yukon;Corporate;Office Supplies;Paper;Small Box;30.09.2017;
25985;02.09.2019;Low;50;246,77;Regular Air;3,3;Quebec;Small Business;Furniture;Office Furnishings;Small Pack;04.09.2019;
28769;27.08.2017;Low;6;209,45;Regular Air;2,1;Manitoba;Consumer;Technology;Computer Peripherals;Small Pack;27.08.2017;
4965;19.10.2017;Low;46;307,23;Regular Air;8,5;Ontario;Corporate;Office Supplies;Paper;Small Box;24.10.2017;
512;18.05.2018;Low;48;862,82;Express Air;11,4;Saskachewan;Home Office;Office Supplies;Storage & Organization;Small Box;20.05.2018;
26535;20.03.2019;Not Specified;33;151,62;Regular Air;5,6;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;22.03.2019;
23366;18.11.2017;Not Specified;5;318,7;Regular Air;21,4;Yukon;Corporate;Office Supplies;Storage & Organization;Small Box;18.11.2017;
24519;10.06.2018;Critical;22;136,49;Regular Air;6;Ontario;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;11.06.2018;
35587;09.11.2018;Critical;43;223,38;Regular Air;6,1;British Columbia;Consumer;Furniture;Office Furnishings;Small Pack;10.11.2018;
6564;20.01.2018;Low;26;479,61;Regular Air;4,3;Yukon;Consumer;Technology;Computer Peripherals;Small Box;20.01.2018;
6374;06.08.2018;Critical;1;2,4;Regular Air;0,7;British Columbia;Corporate;Office Supplies;Rubber Bands;Wrap Bag;08.08.2018;
14528;14.06.2016;Critical;14;83,93;Regular Air;1,6;Nova Scotia;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;16.06.2016;
21792;25.09.2019;Not Specified;26;388,1532;Regular Air;6,9;Alberta;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;27.09.2019;
38693;13.06.2018;Low;3;2378,19;Regular Air;26,2;Ontario;Home Office;Technology;Copiers and Fax;Large Box;20.06.2018;
56710;10.05.2017;Not Specified;16;892,3;Regular Air;4,3;Ontario;Consumer;Technology;Telephones and Communication;Small Box;11.05.2017;
12418;17.02.2019;Not Specified;38;319,94;Regular Air;7;Yukon;Home Office;Office Supplies;Storage & Organization;Medium Box;19.02.2019;
9857;10.05.2017;High;16;2531,81;Regular Air;21,4;Ontario;Home Office;Office Supplies;Envelopes;Small Box;12.05.2017;
56423;24.12.2018;Not Specified;41;182,7774;Express Air;0,5;Saskachewan;Corporate;Office Supplies;Labels;Small Box;25.12.2018;
37729;15.01.2016;Not Specified;48;479,24;Regular Air;6,6;British Columbia;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;15.01.2016;
48642;31.01.2017;High;4;40,37;Regular Air;3,7;Ontario;Home Office;Office Supplies;Appliances;Small Box;02.02.2017;
48288;21.07.2018;Medium;25;3539,86;Delivery Truck;58,6;British Columbia;Consumer;Furniture;Bookcases;Jumbo Box;23.07.2018;
57253;05.01.2016;Critical;43;83,55;Regular Air;0,8;Ontario;Consumer;Furniture;Chairs & Chairmats;Jumbo Drum;06.01.2016;
1824;03.05.2016;Critical;39;11402,2;Regular Air;26,2;Alberta;Corporate;Furniture;Chairs & Chairmats;Large Box;04.05.2016;
2052;12.04.2019;High;23;115,4851;Regular Air;5,7;Yukon;Small Business;Office Supplies;Binders and Binder Accessories;Small Box;14.04.2019;
44679;03.06.2019;Medium;35;2144,52;Regular Air;13,1;British Columbia;Small Business;Furniture;Office Furnishings;Medium Box;05.06.2019;
13767;25.08.2017;High;45;1502,0029;Regular Air;3,5;Saskachewan;Corporate;Technology;Telephones and Communication;Small Pack;27.08.2017;
38117;19.04.2017;Low;28;514,96;Regular Air;12;Ontario;Home Office;Office Supplies;Storage & Organization;Small Box;24.04.2017;
21475;19.02.2018;Critical;15;5303,76;Delivery Truck;80,5;Yukon;Consumer;Furniture;Tables;Jumbo Box;20.02.2018;
39872;21.02.2017;Critical;5;17,38;Regular Air;1,1;Ontario;Home Office;Office Supplies;Labels;Small Box;22.02.2017;
57894;03.04.2019;Low;47;14318,75;Delivery Truck;28,4;Quebec;Home Office;Technology;Office Machines;Jumbo Drum;05.04.2019;
50471;02.01.2019;Low;25;6269,4;Delivery Truck;30,1;Nova Scotia;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;04.01.2019;
21799;18.04.2018;Not Specified;42;124,11;Express Air;2,6;New Brunswick;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;19.04.2018;
44935;16.11.2017;High;37;106,63;Regular Air;0,9;Manitoba;Consumer;Office Supplies;Rubber Bands;Wrap Bag;19.11.2017;
24007;25.08.2017;Low;28;340,1;Regular Air;7,5;Northwest Territories;Home Office;Office Supplies;Envelopes;Small Box;01.09.2017;
21442;24.12.2016;Low;48;3170,3672;Delivery Truck;39,2;Manitoba;Consumer;Furniture;Bookcases;Jumbo Box;31.12.2016;
20007;04.08.2016;Not Specified;49;88,39;Regular Air;1,7;Northwest Territories;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;05.08.2016;
39876;13.04.2019;High;43;17408,71;Regular Air;21,4;Manitoba;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;15.04.2019;
25120;04.02.2016;Medium;46;253,75;Regular Air;0,5;Saskachewan;Corporate;Office Supplies;Labels;Small Box;06.02.2016;
52896;21.10.2017;High;36;15363,74;Delivery Truck;81,7;Ontario;Home Office;Furniture;Tables;Jumbo Box;23.10.2017;
14368;09.09.2018;High;5;558,6;Regular Air;15;Ontario;Consumer;Furniture;Office Furnishings;Medium Box;10.09.2018;
39652;04.05.2019;Low;5;15,63;Regular Air;0,5;Alberta;Consumer;Office Supplies;Labels;Small Box;06.05.2019;
5957;25.12.2017;High;15;73,1;Regular Air;7,2;New Brunswick;Small Business;Office Supplies;Paper;Small Box;26.12.2017;
326;02.06.2018;High;34;233,55;Regular Air;5,3;Quebec;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;03.06.2018;
28802;03.11.2017;High;36;359,79;Express Air;5,2;British Columbia;Home Office;Office Supplies;Paper;Small Box;06.11.2017;
1826;15.04.2019;Not Specified;5;30,3024;Regular Air;5,1;Ontario;Corporate;Office Supplies;Paper;Small Box;16.04.2019;
25953;26.09.2016;Critical;19;2110,99;Regular Air;8,2;Saskachewan;Corporate;Technology;Telephones and Communication;Small Box;27.09.2016;
51619;01.09.2016;Not Specified;6;1025,12;Regular Air;21,4;Ontario;Consumer;Office Supplies;Storage & Organization;Small Box;02.09.2016;
28515;29.06.2017;High;48;406,36;Regular Air;2,5;Nova Scotia;Corporate;Technology;Computer Peripherals;Small Pack;01.07.2017;
20579;01.10.2019;Medium;16;1534,47;Regular Air;9,6;New Brunswick;Small Business;Technology;Telephones and Communication;Small Box;04.10.2019;
49927;20.07.2019;Not Specified;28;213,49;Regular Air;4,3;Manitoba;Home Office;Furniture;Office Furnishings;Wrap Bag;22.07.2019;
39877;16.08.2019;Critical;41;97,24;Regular Air;0,8;British Columbia;Home Office;Office Supplies;Rubber Bands;Wrap Bag;18.08.2019;
33025;24.01.2016;Low;5;340,59;Regular Air;1,1;Quebec;Small Business;Office Supplies;Appliances;Small Box;29.01.2016;
24390;06.06.2019;Low;2;115,21;Express Air;7;Ontario;Home Office;Technology;Computer Peripherals;Small Box;08.06.2019;
4580;13.11.2017;Not Specified;28;7901,46;Delivery Truck;87,7;Quebec;Consumer;Furniture;Tables;Jumbo Box;14.11.2017;
24515;05.05.2017;Critical;41;3264,86;Delivery Truck;36;Northwest Territories;Home Office;Technology;Office Machines;Jumbo Drum;07.05.2017;
2022;14.03.2019;Critical;45;199,49;Regular Air;5,5;Ontario;Corporate;Office Supplies;Appliances;Small Box;15.03.2019;
10754;16.03.2017;Low;7;51,4;Regular Air;6,4;Saskachewan;Corporate;Office Supplies;Paper;Small Box;18.03.2017;
51169;23.12.2017;High;2;312,08;Regular Air;26,2;Northwest Territories;Home Office;Furniture;Office Furnishings;Large Box;25.12.2017;
55271;10.03.2018;Medium;16;1763,71;Delivery Truck;44,9;Manitoba;Consumer;Furniture;Chairs & Chairmats;Jumbo Drum;12.03.2018;
48832;04.05.2017;High;48;4794,5523;Delivery Truck;32,1;British Columbia;Small Business;Furniture;Chairs & Chairmats;Jumbo Drum;04.05.2017;
29187;30.07.2016;Low;10;80,87;Regular Air;8,8;Alberta;Consumer;Office Supplies;Paper;Small Box;06.08.2016;
2757;18.07.2018;High;42;609,17;Express Air;3,4;Saskachewan;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;19.07.2018;
6304;10.08.2018;High;30;213,05;Regular Air;7,1;Alberta;Corporate;Office Supplies;Paper;Small Box;12.08.2018;
14756;30.08.2016;Low;2;45,261;Regular Air;6,6;Manitoba;Corporate;Furniture;Office Furnishings;Small Pack;30.08.2016;
2503;18.06.2017;Medium;46;183,48;Regular Air;0,5;Alberta;Corporate;Office Supplies;Labels;Small Box;19.06.2017;
10052;06.09.2016;Not Specified;46;173,64;Regular Air;6,7;Yukon;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;08.09.2016;
46305;29.07.2018;Low;30;320,64;Regular Air;6,2;Manitoba;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;02.08.2018;
1060;19.02.2017;Medium;30;1270,6785;Regular Air;3,2;Alberta;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;21.02.2017;
12642;26.04.2016;Critical;14;612,3931;Regular Air;7,6;Saskachewan;Home Office;Technology;Computer Peripherals;Small Box;28.04.2016;
33537;12.08.2017;Medium;9;174,74;Regular Air;3,5;Manitoba;Corporate;Technology;Telephones and Communication;Small Pack;13.08.2017;
58086;09.03.2018;Medium;27;165,4434;Regular Air;7,5;Manitoba;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;10.03.2018;
39266;27.08.2019;High;16;1049,95;Regular Air;52,4;Ontario;Small Business;Office Supplies;Appliances;Large Box;29.08.2019;
27938;04.05.2016;Medium;40;1319,86;Regular Air;9,8;Nova Scotia;Home Office;Office Supplies;Paper;Small Box;04.05.2016;
35652;20.09.2017;Low;21;2409,17;Delivery Truck;28,1;Alberta;Corporate;Furniture;Bookcases;Jumbo Box;22.09.2017;
33894;13.06.2017;Critical;13;469,66;Express Air;5,9;Northwest Territories;Corporate;Technology;Computer Peripherals;Small Box;15.06.2017;
29958;05.01.2018;High;47;329,1;Regular Air;5,6;Quebec;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;06.01.2018;
47525;02.03.2018;Medium;40;694,92;Regular Air;4,3;British Columbia;Small Business;Technology;Computer Peripherals;Small Box;03.03.2018;
25574;11.03.2016;Not Specified;46;5429,25;Delivery Truck;61,4;Saskachewan;Consumer;Furniture;Bookcases;Jumbo Box;11.03.2016;
7457;29.09.2017;Not Specified;46;586,48;Regular Air;2,5;Manitoba;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;01.10.2017;
15781;03.09.2019;High;29;882,23;Regular Air;4,3;Newfoundland;Home Office;Technology;Computer Peripherals;Small Box;04.09.2019;
6274;13.07.2018;Not Specified;22;49,61;Express Air;4,4;British Columbia;Home Office;Furniture;Office Furnishings;Small Pack;14.07.2018;
50726;30.10.2018;Low;45;9896,15;Delivery Truck;25,4;Alberta;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;03.11.2018;
4896;21.08.2019;Critical;10;1166,1609;Express Air;6,4;Nova Scotia;Small Business;Technology;Telephones and Communication;Small Box;23.08.2019;
40289;26.11.2019;Not Specified;4;45,76;Regular Air;2,4;New Brunswick;Consumer;Office Supplies;Paper;Wrap Bag;27.11.2019;
31495;03.08.2017;Low;34;1321,2895;Regular Air;8,8;Ontario;Consumer;Office Supplies;Storage & Organization;Small Box;10.08.2017;
32582;24.06.2016;Not Specified;27;2975,54;Express Air;26,2;British Columbia;Consumer;Furniture;Office Furnishings;Large Box;25.06.2016;
34179;01.11.2018;Not Specified;21;313,8;Regular Air;2,1;Alberta;Corporate;Technology;Computer Peripherals;Small Pack;03.11.2018;
39682;08.11.2017;Medium;43;2501,54;Express Air;15,3;Alberta;Corporate;Office Supplies;Paper;Small Box;10.11.2017;
22818;21.05.2016;Low;19;385,46;Regular Air;4,3;Alberta;Small Business;Technology;Computer Peripherals;Small Box;25.05.2016;
12544;02.03.2016;Low;34;79,501;Regular Air;5,7;Northwest Territories;Corporate;Furniture;Office Furnishings;Small Box;09.03.2016;
59270;10.01.2017;High;48;27083,84;Delivery Truck;17,8;Nova Scotia;Small Business;Technology;Office Machines;Jumbo Box;12.01.2017;
55040;11.04.2016;High;8;312,8466;Regular Air;6,8;British Columbia;Consumer;Office Supplies;Storage & Organization;Small Box;13.04.2016;
34244;28.09.2017;Low;25;219,67;Express Air;5,9;Ontario;Consumer;Technology;Computer Peripherals;Small Pack;07.10.2017;
38561;29.08.2018;Critical;19;181,26;Regular Air;7,8;Saskachewan;Home Office;Furniture;Office Furnishings;Small Pack;31.08.2018;
37794;23.03.2016;Low;6;64,92;Regular Air;7,8;Manitoba;Small Business;Furniture;Office Furnishings;Small Pack;25.03.2016;
8416;05.08.2017;Low;2;23,61;Regular Air;11,1;Saskachewan;Small Business;Office Supplies;Paper;Small Box;09.08.2017;
20832;29.07.2017;Not Specified;39;113,3;Regular Air;1;Saskachewan;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;31.07.2017;
58179;04.09.2018;Medium;3;42,25;Regular Air;6,1;British Columbia;Small Business;Office Supplies;Envelopes;Small Box;05.09.2018;
46048;11.12.2019;Medium;35;478,56;Regular Air;4,8;Alberta;Home Office;Office Supplies;Storage & Organization;Small Box;13.12.2019;
32135;24.11.2017;High;16;200,92;Regular Air;6,4;Ontario;Home Office;Technology;Office Machines;Medium Box;26.11.2017;
11687;24.12.2018;High;26;202,16;Regular Air;1,9;Quebec;Home Office;Office Supplies;Paper;Wrap Bag;24.12.2018;
49538;16.03.2017;Low;29;781,65;Regular Air;6;Ontario;Consumer;Furniture;Office Furnishings;Jumbo Drum;20.03.2017;
30567;14.01.2016;Not Specified;3;41,42;Express Air;7,8;Saskachewan;Small Business;Furniture;Office Furnishings;Small Pack;16.01.2016;
16676;18.03.2016;High;39;1002,38;Regular Air;9,2;Ontario;Consumer;Technology;Telephones and Communication;Medium Box;18.03.2016;
49764;02.10.2017;Low;37;423,05;Express Air;3,6;Yukon;Home Office;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;06.10.2017;
50087;14.05.2017;Not Specified;17;62,98;Regular Air;1,4;Saskachewan;Corporate;Office Supplies;Rubber Bands;Wrap Bag;16.05.2017;
29767;04.02.2018;High;48;4443,77;Regular Air;1,1;British Columbia;Home Office;Office Supplies;Appliances;Small Box;05.02.2018;
14114;05.04.2016;Critical;38;6989,75;Delivery Truck;38,4;Quebec;Small Business;Furniture;Bookcases;Jumbo Box;07.04.2016;
54819;09.10.2016;Low;46;2900,2409;Regular Air;9,4;Manitoba;Small Business;Technology;Telephones and Communication;Small Box;09.10.2016;
48483;09.12.2016;Critical;18;50,8785;Express Air;1,1;Ontario;Small Business;Office Supplies;Pens & Art Supplies;Wrap Bag;10.12.2016;
49216;18.03.2016;High;11;277,87;Regular Air;13,9;Prince Edward Island;Home Office;Office Supplies;Binders and Binder Accessories;Small Box;18.03.2016;
48512;02.08.2018;Not Specified;48;255,51;Regular Air;5,1;British Columbia;Consumer;Office Supplies;Paper;Small Box;03.08.2018;
16096;18.01.2018;High;9;45,16;Express Air;1,1;Ontario;Consumer;Office Supplies;Labels;Small Box;19.01.2018;
49216;18.03.2016;High;9;2679,13;Delivery Truck;30;Manitoba;Home Office;Technology;Office Machines;Jumbo Drum;18.03.2016;
8133;25.02.2018;Medium;11;433,92;Regular Air;5,4;Saskachewan;Corporate;Office Supplies;Paper;Small Box;26.02.2018;
52389;20.10.2018;Critical;31;701,2;Regular Air;9,6;New Brunswick;Corporate;Office Supplies;Pens & Art Supplies;Small Pack;20.10.2018;
450;03.03.2018;Not Specified;35;581,78;Regular Air;12;British Columbia;Consumer;Office Supplies;Storage & Organization;Small Box;05.03.2018;
52135;23.03.2017;Low;38;4197,57;Regular Air;21,4;Ontario;Small Business;Technology;Computer Peripherals;Small Box;25.03.2017;
30757;25.12.2017;Medium;5;22,81;Express Air;0,9;Alberta;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;25.12.2017;
56995;14.10.2016;Medium;27;168,6;Express Air;5,4;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;16.10.2016;
38947;28.11.2016;Critical;20;328,98;Regular Air;7,9;Ontario;Home Office;Furniture;Office Furnishings;Small Box;30.11.2016;
2307;27.06.2017;Low;32;195,09;Regular Air;1,6;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;27.06.2017;
26726;27.12.2019;High;37;185,2277;Regular Air;5,5;Nova Scotia;Small Business;Office Supplies;Appliances;Small Box;27.12.2019;
14400;04.02.2016;Medium;43;6515,28;Delivery Truck;85,8;Manitoba;Home Office;Furniture;Tables;Jumbo Box;05.02.2016;
45959;05.12.2016;Medium;15;215,8618;Express Air;7,7;Saskachewan;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;07.12.2016;
7776;13.03.2016;Medium;36;7729,24;Delivery Truck;25,4;Saskachewan;Corporate;Furniture;Chairs & Chairmats;Jumbo Drum;14.03.2016;
5568;05.06.2018;Medium;8;128,64;Regular Air;5,4;Saskachewan;Home Office;Furniture;Office Furnishings;Small Pack;06.06.2018;
53767;25.08.2018;Not Specified;35;1210,33;Regular Air;6,2;Alberta;Small Business;Office Supplies;Paper;Small Box;26.08.2018;
2211;28.06.2016;High;23;86,01;Regular Air;4,5;Quebec;Home Office;Office Supplies;Pens & Art Supplies;Small Pack;30.06.2016;
54436;18.09.2016;High;37;343,79;Regular Air;3;Manitoba;Corporate;Technology;Computer Peripherals;Small Pack;19.09.2016;
46528;05.12.2016;Medium;23;509,3628;Regular Air;10,2;Ontario;Home Office;Office Supplies;Paper;Small Box;08.12.2016;
43207;08.06.2017;Low;41;149,73;Regular Air;2,1;Saskachewan;Consumer;Office Supplies;Pens & Art Supplies;Wrap Bag;15.06.2017;
30597;05.08.2019;High;18;99,53;Regular Air;2,2;Ontario;Consumer;Furniture;Office Furnishings;Wrap Bag;07.08.2019;
39460;01.05.2016;Not Specified;19;2176,3;Regular Air;2,7;Ontario;Consumer;Technology;Telephones and Communication;Small Box;02.05.2016;
23041;19.07.2017;Low;21;185,86;Regular Air;6,6;Manitoba;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;26.07.2017;
5445;24.07.2017;Low;9;49,73;Regular Air;2,1;Ontario;Home Office;Office Supplies;Pens & Art Supplies;Wrap Bag;31.07.2017;
20389;10.08.2016;High;31;8001,22;Delivery Truck;44,8;British Columbia;Corporate;Furniture;Bookcases;Jumbo Box;12.08.2016;
46434;31.03.2017;Critical;34;856,42;Regular Air;3,2;Ontario;Consumer;Office Supplies;Binders and Binder Accessories;Small Box;01.04.2017;
42657;02.10.2018;Low;48;1011,73;Regular Air;6,4;Ontario;Consumer;Office Supplies;Paper;Small Box;04.10.2018;
50117;02.06.2018;Critical;17;50,76;Regular Air;0,5;Northwest Territories;Small Business;Office Supplies;Labels;Small Box;04.06.2018;
26691;03.08.2019;Not Specified;37;289,36;Regular Air;6,6;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;04.08.2019;
45156;11.02.2018;Low;30;709,67;Regular Air;6,8;Saskachewan;Home Office;Office Supplies;Appliances;Small Box;11.02.2018;
8992;11.11.2017;High;3;472,33;Regular Air;26,2;British Columbia;Corporate;Furniture;Chairs & Chairmats;Large Box;12.11.2017;
52516;04.01.2019;High;19;205,86;Express Air;5;Ontario;Corporate;Office Supplies;Scissors, Rulers and Trimmers;Small Pack;07.01.2019;
57409;19.11.2016;Not Specified;34;6673,03;Regular Air;3,2;Ontario;Small Business;Technology;Telephones and Communication;Small Box;20.11.2016;
21634;28.10.2019;Not Specified;1;2082,81;Regular Air;15;Ontario;Home Office;Technology;Office Machines;Medium Box;31.10.2019;
57511;05.10.2016;Critical;11;609,51;Regular Air;5,4;British Columbia;Corporate;Technology;Telephones and Communication;Small Pack;07.10.2016;
11047;09.12.2017;Low;27;2130,65;Delivery Truck;64,2;New Brunswick;Home Office;Office Supplies;Appliances;Jumbo Drum;16.12.2017;
57249;19.07.2017;High;30;1899,6;Regular Air;13,1;Ontario;Home Office;Furniture;Office Furnishings;Medium Box;20.07.2017;
43302;22.08.2018;Low;4;9,49;Regular Air;1,7;Newfoundland;Corporate;Office Supplies;Pens & Art Supplies;Wrap Bag;31.08.2018;
51554;25.03.2016;Medium;7;583,19;Delivery Truck;64,2;Saskachewan;Home Office;Office Supplies;Appliances;Jumbo Drum;27.03.2016;
1382;15.08.2017;Low;5;95,59;Regular Air;2,7;Newfoundland;Home Office;Technology;Telephones and Communication;Wrap Bag;19.08.2017;
57633;05.02.2018;High;12;375,7;Express Air;4,2;British Columbia;Corporate;Furniture;Office Furnishings;Small Pack;06.02.2018;
28165;09.07.2019;Not Specified;2;26,71;Regular Air;3,2;Northwest Territories;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;11.07.2019;
45988;31.08.2016;Critical;43;4100,5;Express Air;60,1;Nova Scotia;Home Office;Furniture;Office Furnishings;Medium Box;01.09.2016;
6529;26.11.2019;Medium;35;95,99;Regular Air;0,9;Saskachewan;Small Business;Office Supplies;Rubber Bands;Wrap Bag;28.11.2019;
35910;23.11.2017;High;25;173,04;Regular Air;9;Saskachewan;Corporate;Office Supplies;Paper;Small Box;25.11.2017;
48067;29.06.2019;Low;24;4291,7;Express Air;9,6;Prince Edward Island;Small Business;Technology;Telephones and Communication;Small Box;29.06.2019;
56710;10.05.2017;Not Specified;21;787,7;Regular Air;2,1;Ontario;Consumer;Technology;Computer Peripherals;Small Pack;12.05.2017;
24960;26.01.2018;High;48;1883,57;Express Air;8,1;Ontario;Small Business;Technology;Computer Peripherals;Small Box;27.01.2018;
11269;26.05.2019;Low;1;50,3;Regular Air;21,4;Prince Edward Island;Home Office;Office Supplies;Storage & Organization;Small Box;02.06.2019;
22561;19.01.2018;Critical;7;137,62;Regular Air;9,6;Nova Scotia;Consumer;Furniture;Office Furnishings;Small Pack;21.01.2018;
22407;16.11.2016;Not Specified;20;723,79;Regular Air;15,8;Saskachewan;Corporate;Office Supplies;Binders and Binder Accessories;Small Box;17.11.2016;
